web-scraper-order,web-scraper-start-url,date - time,team1,team2,result (team1 - team2),lineups,lineups-href,team1 player1,attendance,place,round,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3
"1676816095-1459","https://www.flashscore.com/match/IwnCLuLi/#/match-summary","22.09.2013 13:00","Betis","Granada CF","0-0Finished","Lineups","https://www.flashscore.com/match/IwnCLuLi/#/match-summary/lineups","Amaya A.","null","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 5","Chica F.","Juanfran","Matilla J.","Molina J.","Nacho","Paulao","Sara G. (G)","Sevilla S.","Torres X.","Vadillo A.","null","null","null","Angulo B.","Buonanotte D.","Diakhate P.","El Arabi Y.","Fernandez R. (G)","Garcia A.","Iturra M.","Murillo J.","Nyom A.","Pereira M.","Recio","null","null","null"
"1676816103-1460","https://www.flashscore.com/match/Q3kKJJk4/#/match-summary","22.09.2013 18:00","Celta Vigo","Villarreal","0-0Finished","Lineups","https://www.flashscore.com/match/Q3kKJJk4/#/match-summary/lineups","Aurtenetxe J.","null","Estadio de Balaídos (Vigo)","LaLiga - Round 5","Charles","Costas D.","Fernandez A.","Fontas A.","Lopez A.","Mallo H.","Mina S.","Rafinha","Toni","Yoel (G)","null","null","null","Aquino J.","Asenjo S. (G)","Bruno","Cani","Costa J.","Dorado J. A.","dos Santos G.","Mario Gaspar","Musacchio M.","Pereira J.","Trigueros M.","null","null","null"
"1676816112-1461","https://www.flashscore.com/match/8SvPIw5A/#/match-summary","22.09.2013 20:00","Real Madrid","Getafe","4-1Finished","Lineups","https://www.flashscore.com/match/8SvPIw5A/#/match-summary/lineups","Arbeloa A.","null","Estadio Santiago Bernabéu (Madrid)","LaLiga - Round 5","Benzema K.","Carvajal D.","Di Maria A.","Fernandez N.","Illarramendi A.","Isco","Khedira S.","Lopez D. (G)","Pepe","Ronaldo C.","null","null","null","Alexis","Arroyo A.","Castro D.","Escudero S.","Lafita A.","Leon P.","Lopez L.","Michel","Miku","Mosquera P.","Moya M. A. (G)","null","null","null"
"1676816120-1462","https://www.flashscore.com/match/j7YsZbki/#/match-summary","22.09.2013 22:00","Valencia","Sevilla","3-1Finished","Lineups","https://www.flashscore.com/match/j7YsZbki/#/match-summary/lineups","Banega E.","null","Estadio de Mestalla (Valencia)","LaLiga - Round 5","Cartabia F.","Costa R.","Diego Alves (G)","Fuego J.","Guardado A.","Jonas","Mathieu J.","Pabon D.","Pereira J.","Postiga H.","null","null","null","Beto (G)","Cala J.","Coke","Gameiro K.","Marin M.","Mbia S.","Moreno A.","Navarro F.","Rakitic I.","Samperio J.","Vitolo","null","null","null"
"1676816129-1463","https://www.flashscore.com/match/nDjGKazb/#/match-summary","23.09.2013 23:00","Espanyol","Ath Bilbao","3-2Finished","Lineups","https://www.flashscore.com/match/nDjGKazb/#/match-summary/lineups","Casilla K. (G)","null","RCDE Stadium (Cornella de Llobregat)","LaLiga - Round 5","Colotto D.","Fuentes J. R.","Garcia S.","Lopez D.","Lopez J.","Moreno H.","Pizzi","Sanchez V.","Simao","Stuani C.","null","null","null","Aduriz A.","Benat","de Marcos O.","Gurpegi C.","Iraizoz G. (G)","Iraola A.","Iturraspe A.","Laporte A.","Muniain I.","Rico M.","San Jose M.","null","null","null"
"1676816137-1464","https://www.flashscore.com/match/j7AZOERq/#/match-summary","24.09.2013 21:00","Levante","Valladolid","1-1Finished","Lineups","https://www.flashscore.com/match/j7AZOERq/#/match-summary/lineups","Baba","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 6","da Silva Pinto S.","Diop P.","Garcia R.","Ivanschitz A.","Juanfran","Lell C.","Navarro D.","Navas K. (G)","Vyntra L.","Xumetra J.","null","null","null","Baraja J.","Bergdich Z.","Ebert P.","Guerra J.","Marino D. (G)","Omar","Osorio H.","Pena C.","Rueda J.","Rukavina A.","Sastre L.","null","null","null"
"1676816146-1465","https://www.flashscore.com/match/OK8sNhdd/#/match-summary","24.09.2013 21:00","Barcelona","Real Sociedad","4-1Finished","Lineups","https://www.flashscore.com/match/OK8sNhdd/#/match-summary/lineups","Adriano","null","Camp Nou (Barcelona)","LaLiga - Round 6","Busquets S.","Dani Alves","Iniesta A.","Mascherano J.","Messi L.","Neymar","Pique G.","Sanchez A.","Valdes V. (G)","Xavi","null","null","null","Bergara M.","Bravo C. (G)","Cadamuro L.","de La Bella A.","Estrada D.","Griezmann A.","Martinez I.","Prieto X.","Ros J.","Sangalli M.","Seferovic H.","null","null","null"
"1676816154-1466","https://www.flashscore.com/match/pU9wOYtj/#/match-summary","24.09.2013 23:00","Malaga","Almeria","2-0Finished","Lineups","https://www.flashscore.com/match/pU9wOYtj/#/match-summary/lineups","Anderson B.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 6","Angeleri M.","Antunes V.","Caballero W. (G)","Darder S.","Duda","El Hamdaoui M.","Gamez J.","Portillo F.","Sanchez S.","Tissone F.","null","null","null","Dubarbier S.","Esteban (G)","Nelson","Pellerano H.","Rodri","Soriano F.","Suso","Tebar M.","Trujillo A.","Verza","Vidal A.","null","null","null"
"1676816163-1467","https://www.flashscore.com/match/GEJ7TfJS/#/match-summary","24.09.2013 23:00","Atl. Madrid","Osasuna","2-1Finished","Lineups","https://www.flashscore.com/match/GEJ7TfJS/#/match-summary/lineups","Costa D.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 6","Courtois T. (G)","Godin D.","Insua E.","Juanfran","Koke","Leo Baptistao","Miranda","Suarez M.","Tiago","Turan A.","null","null","null","Armenteros E.","Arribas A.","Bertran M.","Damia","Fernandez A. (G)","Loe R.","Loties J.","Punal F.","Riera O.","Silva F.","Sisi","null","null","null"
"1676816171-1468","https://www.flashscore.com/match/0xhQoxZd/#/match-summary","25.09.2013 21:00","Sevilla","Rayo Vallecano","4-1Finished","Lineups","https://www.flashscore.com/match/0xhQoxZd/#/match-summary/lineups","Beto (G)","null","Estadio Ramón Sánchez Pizjuán (Sevilla)","LaLiga - Round 6","Cala J.","Cheryshev D.","Coke","Gameiro K.","Marin M.","Mbia S.","Moreno A.","Pareja N.","Rakitic I.","Samperio J.","null","null","null","Adrian","Arbilla A.","Baena R.","Bangoura A.","Bueno","Galvez A.","Mojica J.","Niguez S.","Ruben (G)","Trashorras R.","Viera J.","null","null","null"
"1676816180-1469","https://www.flashscore.com/match/4AxnYI4c/#/match-summary","25.09.2013 21:00","Granada CF","Valencia","0-1Finished","Lineups","https://www.flashscore.com/match/4AxnYI4c/#/match-summary/lineups","Angulo B.","null","Estadio Nuevo Los Cármenes (Granada)","LaLiga - Round 6","Brahimi Y.","Buonanotte D.","Diakhate P.","El Arabi Y.","Fernandez R. (G)","Iturra M.","Murillo J.","Nyom A.","Pereira M.","Recio","null","null","null","Banega E.","Cartabia F.","Diego Alves (G)","Fuego J.","Guardado A.","Jonas","Mathieu J.","Pabon D.","Pereira J.","Postiga H.","Ruiz V.","null","null","null"
"1676816188-1470","https://www.flashscore.com/match/YkU2Uz4M/#/match-summary","25.09.2013 23:00","Elche","Real Madrid","1-2Finished","Lineups","https://www.flashscore.com/match/YkU2Uz4M/#/match-summary/lineups","Albacar E.","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 6","Botia A.","Coro","del Moral M.","Gil C.","Herrera M. (G)","Lomban D.","Marquez J.","Perez R.","Sanchez C.","Suarez D.","null","null","null","Arbeloa A.","Benzema K.","Coentrao F.","Di Maria A.","Isco","Khedira S.","Lopez D. (G)","Modric L.","Pepe","Ramos S.","Ronaldo C.","null","null","null"
"1676816197-1471","https://www.flashscore.com/match/nZRjXxK3/#/match-summary","26.09.2013 21:00","Ath Bilbao","Betis","2-1Finished","Lineups","https://www.flashscore.com/match/nZRjXxK3/#/match-summary/lineups","Aduriz A.","null","Estadio San Mamés (Bilbao)","LaLiga - Round 6","Benat","Gurpegi C.","Herrera A.","Ibai","Iraizoz G. (G)","Iraola A.","Laporte A.","Rico M.","San Jose M.","Susaeta M.","null","null","null","Amaya A.","Chica F.","Chuli","Juanfran","Matilla J.","Molina J.","Nacho","Paulao","Sara G. (G)","Sevilla S.","Torres X.","null","null","null"
"1676816205-1472","https://www.flashscore.com/match/QPQfWdZ9/#/match-summary","26.09.2013 23:00","Villarreal","Espanyol","2-1Finished","Lineups","https://www.flashscore.com/match/QPQfWdZ9/#/match-summary/lineups","Asenjo S. (G)","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 6","Bruno","Cani","Costa J.","dos Santos G.","Hernan Perez","Iniguez P.","Mario Gaspar","Musacchio M.","Perbet J.","Pina T.","null","null","null","Abraham","Bifouma T.","Casilla K. (G)","Clerc C.","Fernandez A.","Garcia S.","Lanzarote M.","Mattioni F.","Moreno H.","Rodriguez R.","Sidnei","null","null","null"
"1676816214-1473","https://www.flashscore.com/match/faVbVGlG/#/match-summary","26.09.2013 23:00","Getafe","Celta Vigo","2-0Finished","Lineups","https://www.flashscore.com/match/faVbVGlG/#/match-summary/lineups","Alexis","null","Coliseum Alfonso Perez (Getafe)","LaLiga - Round 6","Arroyo A.","Borja","Castro D.","Lago R.","Leon P.","Lopez L.","Miku","Mosquera P.","Moya M. A. (G)","Sarabia P.","null","null","null","Aurtenetxe J.","Bellvis C.","Cabral G.","Costas D.","Krohn-Dehli M.","Madinda L.","Orellana F.","Oubina B.","Rafinha","Rodriguez D.","Yoel (G)","null","null","null"
"1676816222-1474","https://www.flashscore.com/match/v9KHO5X0/#/match-summary","27.09.2013 22:00","Valladolid","Malaga","2-2Finished","Lineups","https://www.flashscore.com/match/v9KHO5X0/#/match-summary/lineups","Baraja J.","null","Estadio José Zorrilla (Valladolid)","LaLiga - Round 7","Ebert P.","Guerra J.","Marino D. (G)","Osorio H.","Pena C.","Rama V.","Rueda J.","Rukavina A.","Sastre L.","Valiente M.","null","null","null","Angeleri M.","Antunes V.","Caballero W. (G)","Camacho I.","Eliseu","Gamez J.","Morales P.","Portillo F.","Sanchez S.","Santa C. R.","Tissone F.","null","null","null"
"1676816230-1475","https://www.flashscore.com/match/lv28oTvE/#/match-summary","28.09.2013 17:00","Valencia","Rayo Vallecano","1-0Finished","Lineups","https://www.flashscore.com/match/lv28oTvE/#/match-summary/lineups","Banega E.","null","Estadio de Mestalla (Valencia)","LaLiga - Round 7","Bernat J.","Canales S.","Cartabia F.","Diego Alves (G)","Fuego J.","Jonas","Mathieu J.","Pabon D.","Pereira J.","Ruiz V.","null","null","null","Adrian","Arbilla A.","Baena R.","Bangoura A.","Fernandez S.","Larrivey J.","Mojica J.","Niguez S.","Ruben (G)","Trashorras R.","Ze Castro","null","null","null"
"1676816239-1476","https://www.flashscore.com/match/MX9MNPn7/#/match-summary","28.09.2013 19:00","Almeria","Barcelona","0-2Finished","Lineups","https://www.flashscore.com/match/MX9MNPn7/#/match-summary/lineups","Bolano","null","Estadio de los Juegos Mediterráneos (Almería)","LaLiga - Round 7","Esteban (G)","Nelson","Pellerano H.","Rodri","Soriano F.","Suso","Tebar M.","Trujillo A.","Verza","Vidal A.","null","null","null","Adriano","Bartra M.","Busquets S.","Dani Alves","Fabregas C.","Iniesta A.","Messi L.","Pedro","Pique G.","Sanchez A.","Valdes V. (G)","null","null","null"
"1676816247-1477","https://www.flashscore.com/match/zyEQMq2D/#/match-summary","28.09.2013 21:00","Real Sociedad","Sevilla","1-1Finished","Lineups","https://www.flashscore.com/match/zyEQMq2D/#/match-summary/lineups","Agirretxe I.","null","Reale Arena (San Sebastian)","LaLiga - Round 7","Bergara M.","Bravo C. (G)","Castro Irizábal G.","Cote","Gonzalez M.","Griezmann A.","Martinez C.","Martinez I.","Pardo R.","Vela C.","null","null","null","Beto (G)","Cala J.","Cristoforo S.","Figueiras D.","Gameiro K.","Iborra V.","Moreno A.","Pareja N.","Rakitic I.","Samperio J.","Trochowski P.","null","null","null"
"1676816256-1478","https://www.flashscore.com/match/6s7AQR2l/#/match-summary","28.09.2013 23:00","Real Madrid","Atl. Madrid","0-1Finished","Lineups","https://www.flashscore.com/match/6s7AQR2l/#/match-summary/lineups","Casillas I.","null","Estadio Santiago Bernabéu (Madrid)","LaLiga - Round 7","Arbeloa A.","Benzema K.","Coentrao F.","Di Maria A.","Illarramendi A.","Isco","Khedira S.","Lopez D. (G)","Pepe","Ramos S.","null","null","null","Costa D.","Courtois T. (G)","Filipe Luis","Gabi","Godin D.","Juanfran","Koke","Miranda","Tiago","Turan A.","Villa D.","null","null","null"
"1676816264-1479","https://www.flashscore.com/match/0ILDPoIf/#/match-summary","29.09.2013 13:00","Osasuna","Levante","0-1Finished","Lineups","https://www.flashscore.com/match/0ILDPoIf/#/match-summary/lineups","Armenteros E.","null","Estadio El Sadar (Pamplona)","LaLiga - Round 7","Arribas A.","Bertran M.","Damia","de las Cuevas M.","Fernandez A. (G)","Loties J.","Punal F.","Riera O.","Silva F.","Sisi","null","null","null","Baba","Diop P.","El Zhar N.","Garcia R.","Juanfran","Lell C.","Lopez P.","Navas K. (G)","Rodas H.","Simao","Vyntra L.","null","null","null"
"1676816273-1480","https://www.flashscore.com/match/Sj86R7mr/#/match-summary","29.09.2013 18:00","Celta Vigo","Elche","0-1Finished","Lineups","https://www.flashscore.com/match/Sj86R7mr/#/match-summary/lineups","Charles","null","Estadio de Balaídos (Vigo)","LaLiga - Round 7","Costas D.","Fernandez A.","Fontas A.","Lopez A.","Mallo H.","Nolito","Oubina B.","Rafinha","Toni","Yoel (G)","null","null","null","Albacar E.","Botia A.","Coro","del Moral M.","Fidel","Gil C.","Herrera M. (G)","Lomban D.","Marquez J.","Perez R.","Suarez D.","null","null","null"
"1676816281-1481","https://www.flashscore.com/match/ngfxqzJF/#/match-summary","29.09.2013 20:00","Espanyol","Getafe","0-2Finished","Lineups","https://www.flashscore.com/match/ngfxqzJF/#/match-summary/lineups","Capdevila J.","null","RCDE Stadium (Cornella de Llobregat)","LaLiga - Round 7","Casilla K. (G)","Colotto D.","Garcia S.","Lopez D.","Lopez J.","Moreno H.","Pizzi","Sanchez V.","Simao","Stuani C.","null","null","null","Alexis","Arroyo A.","Borja","Castro D.","Colunga A.","Gavilan J.","Lago R.","Leon P.","Michel","Moya M. A. (G)","Rafa","null","null","null"
"1676816289-1482","https://www.flashscore.com/match/YkjYqG39/#/match-summary","29.09.2013 22:00","Betis","Villarreal","1-0Finished","Lineups","https://www.flashscore.com/match/YkjYqG39/#/match-summary/lineups","Amaya A.","null","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 7","Chica F.","Igiebor N.","Matilla J.","Molina J.","Paulao","Reyes L.","Sara G. (G)","Vadillo A.","Verdu J.","Vila D.","null","null","null","Aquino J.","Asenjo S. (G)","Bruno","Cani","Dorado J. A.","Jokic B.","Mario Gaspar","Musacchio M.","Pereira J.","Trigueros M.","Uche I.","null","null","null"
"1676816298-1483","https://www.flashscore.com/match/vTjUpdl3/#/match-summary","30.09.2013 23:00","Granada CF","Ath Bilbao","2-0Finished","Lineups","https://www.flashscore.com/match/vTjUpdl3/#/match-summary/lineups","Angulo B.","null","Estadio Nuevo Los Cármenes (Granada)","LaLiga - Round 7","Brahimi Y.","Buonanotte D.","Diakhate P.","El Arabi Y.","Fernandez R. (G)","Iturra M.","Murillo J.","Nyom A.","Pereira M.","Recio","null","null","null","Aduriz A.","Benat","Gurpegi C.","Herrera A.","Ibai","Iraizoz G. (G)","Iraola A.","Laporte A.","Rico M.","San Jose M.","Susaeta M.","null","null","null"
"1676816306-1484","https://www.flashscore.com/match/p6eHq79Q/#/match-summary","04.10.2013 21:00","Villarreal","Granada CF","3-0Finished","Lineups","https://www.flashscore.com/match/p6eHq79Q/#/match-summary/lineups","Aquino J.","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 8","Asenjo S. (G)","Bruno","Cani","Dorado J. A.","dos Santos G.","Jokic B.","Mario Gaspar","Musacchio M.","Pereira J.","Pina T.","null","null","null","Angulo B.","Brahimi Y.","Buonanotte D.","Diakhate P.","El Arabi Y.","Fernandez R. (G)","Iturra M.","Murillo J.","Nyom A.","Pereira M.","Yebda H.","null","null","null"
"1676816315-1485","https://www.flashscore.com/match/ERYayqH6/#/match-summary","04.10.2013 23:00","Malaga","Osasuna","0-1Finished","Lineups","https://www.flashscore.com/match/ERYayqH6/#/match-summary/lineups","Angeleri M.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 8","Antunes V.","Caballero W. (G)","Darder S.","Duda","Gamez J.","Morales P.","Portillo F.","Sanchez S.","Santa C. R.","Tissone F.","null","null","null","Armenteros E.","Arribas A.","Bertran M.","Damia","de las Cuevas M.","Fernandez A. (G)","Lolo","Loties J.","Riera O.","Silva F.","Sisi","null","null","null"
"1676816323-1486","https://www.flashscore.com/match/txsmvoXm/#/match-summary","05.10.2013 17:00","Elche","Espanyol","2-1Finished","Lineups","https://www.flashscore.com/match/txsmvoXm/#/match-summary/lineups","Cisma D.","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 8","Coro","del Moral M.","Fidel","Gil C.","Herrera M. (G)","I'Anson C.","Lomban D.","Marquez J.","Perez R.","Suarez D.","null","null","null","Abraham","Casilla K. (G)","Colotto D.","Fuentes J. R.","Garcia S.","Lopez D.","Lopez J.","Rodriguez R.","Sanchez V.","Simao","Stuani C.","null","null","null"
"1676816332-1487","https://www.flashscore.com/match/OdGjb6OJ/#/match-summary","05.10.2013 19:00","Rayo Vallecano","Real Sociedad","1-0Finished","Lineups","https://www.flashscore.com/match/OdGjb6OJ/#/match-summary/lineups","Adrian","null","Campo de Futbol de Vallecas (Madrid)","LaLiga - Round 8","Arbilla A.","Bangoura A.","Castillo N.","Falque I.","Larrivey J.","Mojica J.","Niguez S.","Ruben (G)","Trashorras R.","Ze Castro","null","null","null","Agirretxe I.","Ansotegi I.","Bergara M.","Bravo C. (G)","de La Bella A.","Elustondo G.","Griezmann A.","Martinez C.","Martinez I.","Vela C.","Zurutuza D.","null","null","null"
"1676816340-1488","https://www.flashscore.com/match/zyzdxP10/#/match-summary","05.10.2013 21:00","Levante","Real Madrid","2-3Finished","Lineups","https://www.flashscore.com/match/zyzdxP10/#/match-summary/lineups","Baba","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 8","Diop P.","Garcia R.","Ivanschitz A.","Juanfran","Lopez P.","Navarro D.","Navas K. (G)","Rodas H.","Simao","Xumetra J.","null","null","null","Arbeloa A.","Benzema K.","Coentrao F.","Di Maria A.","Isco","Khedira S.","Lopez D. (G)","Modric L.","Ramos S.","Ronaldo C.","Varane R.","null","null","null"
"1676816348-1489","https://www.flashscore.com/match/r1w4z3WC/#/match-summary","05.10.2013 23:00","Barcelona","Valladolid","4-1Finished","Lineups","https://www.flashscore.com/match/r1w4z3WC/#/match-summary/lineups","Adriano","null","Camp Nou (Barcelona)","LaLiga - Round 8","Bartra M.","Dani Alves","Fabregas C.","Neymar","Pique G.","Sanchez A.","Song A.","Tello C.","Valdes V. (G)","Xavi","null","null","null","Baraja J.","Bergdich Z.","Ebert P.","Guerra J.","Marino D. (G)","Omar","Pena C.","Rossi F.","Rueda J.","Rukavina A.","Valiente M.","null","null","null"
"1676816357-1490","https://www.flashscore.com/match/hCpiw5nf/#/match-summary","06.10.2013 13:00","Atl. Madrid","Celta Vigo","2-1Finished","Lineups","https://www.flashscore.com/match/hCpiw5nf/#/match-summary/lineups","Costa D.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 8","Courtois T. (G)","Filipe Luis","Gabi","Godin D.","Juanfran","Koke","Miranda","Suarez M.","Turan A.","Villa D.","null","null","null","Charles","Costas D.","Fernandez A.","Fontas A.","Krohn-Dehli M.","Lopez A.","Mallo H.","Oubina B.","Rafinha","Toni","Yoel (G)","null","null","null"
